Title,Distributor,Release Date,Rating,Genre1,Genre2,Genre3,Country1,Country2,Country3,Director1,Director2,Director3,Actor1,Actor2,Actor3,"Lifetime
Gross","Preview
Gross","Opening
Day","Opening
Day
Gross","Opening
Day
Screens","Opening
Day
Theatres","Opening
Weekend
Gross","Opening
Weekend
Screens","Opening
Weekend
Theatres","Opening
Week
Gross","Opening
Week
Screens","Opening
Week
Theatres","% of
Opening
Weekend
to Week"
Kompromat,Palace,1/12/2022,M,Drama,Thriller,,France,,,Jérôme Salle,,,Joanna Kulig,Gilles Lellouche,Sasha Piltsin,259812,92065,Thursday,4855,22,22,35275,22,22,51426,22,22,69%
Little Eggs: An African Rescue,Icon,1/12/2022,PG,Adventure,Comedy,Animated,Mexico,,,Gabriel Riva Palacio Alatriste,Rodolfo Riva Palacio Alatriste,,Angelica Vale,Carlos Espejel,Miguel Rodarte,221571,5952,Thursday,7132,86,86,50844,169,169,79138,172,172,64%
Salvatore: Shoemaker of Dreams,Sony,1/12/2022,G,Documentary,,,Italy,,,Luca Guadagnino,,,Michael Stuhlbarg,Martin Scorsese,Salvatore Ferragamo,116642,,Thursday,4549,8,8,8961,8,8,12238,8,8,73%
Neil Young: Harvest Time,Trafalgar Releasing,1/12/2022,M,Documentary,,,USA,,,Bernard Shakey,,,Tim Drummond,Neil Young,John Harris,107334,,Thursday,51886,69,69,96164,74,74,96164,74,74,100%
"Angels: Kickin' Down the Door, The",Maslow Entertainment,1/12/2022,M,Documentary,,,Australia,,,Madeleine Parry,,,Rick Brewster,John Brewster,,84844,14356,Thursday,13322,73,73,53902,86,86,58988,86,86,91%
Black Cockatoo Crisis,Halo Films,1/12/2022,EX,Documentary,,,Australia,,,Jane Hammond,,,,,,53271,9230,Thursday,604,1,1,4539,1,1,8358,1,1,54%
"Quintessential Quintuplets Movie, The",Madman,1/12/2022,PG,Comedy,Animated,Romance,Japan,,,Masato Jinbo,,,Inori Minase,Kana Hanazawa,Ayane Sakura,51865,,Thursday,10457,35,35,31240,39,39,39611,39,39,79%
I Heard The Bells,Heritage,1/12/2022,PG,Drama,,,USA,,,Joshua Enck,,,Stephen Atherholt,Jonathan Blair,Rachel Day Hughes,41622,,Thursday,3175,41,41,14717,50,50,27162,50,50,54%
Brothers from Malta,Galea Pictures,1/12/2022,PG,Comedy,,,Australia,,,Julian Galea,,,Julian Galea,James Galea,Liza Galea,30958,6041,Thursday,1235,2,2,12623,3,3,14574,3,3,87%
New Gods: Yang Jian,CMC,1/12/2022,M,Action,Adventure,Animated,China,,,Ji Zhao,,,Kai Wang,Guanlin Ji,Lihong Lee,24423,,Thursday,2208,13,13,12567,15,15,17575,15,15,72%
Carnifex,Maslow Entertainment,1/12/2022,M,Horror,Thriller,,Australia,,,Sean Lahiff,,,Sisi Stringer,Darren Gilshenan,Alexandra Park,22611,140,Thursday,1614,27,27,9639,34,34,14486,34,34,67%
Stars at Noon,Rialto,1/12/2022,MA15+,Drama,Thriller,Romance,France,,,Claire Denis,,,Joe Alwyn,John C. Reilly,Benny Safdie,10312,,Thursday,427,11,11,3620,14,14,5926,14,14,61%
Beyond the Reef,Athabasca Film,1/12/2022,G,Documentary,,,Australia,,,Luke Wheatley,,,Shuang Hu,,,3541,,Thursday,87,4,4,3032,28,28,3118,28,28,97%
Something In The Dirt,Umbrella Ent.,1/12/2022,M,Comedy,Horror,Sci-fi,USA,,,Justin Benson,Aaron Moorhead,,Justin Benson,Aaron Moorhead,Sarah Adina Smith,1628,,Thursday,149,1,1,344,1,1,907,1,1,38%
NCT Dream the Movie : In a Dream,Trafalgar Releasing,30/11/2022,G,Documentary,Concert,,South Korea,,,Margo Yeji Lee,Yoon Dong Oh,,,,,55760,29994,Wednesday,29994,34,34,25767,34,34,25767,34,34,100%
"Christmas Carol: A Ghost Story, A",Trafalgar Releasing,27/11/2022,PG,Drama,Fantasy,Live,UK,,,Adam Penford,,,Mark Gatiss,Nicholas Farrell,,3927,,Sunday,1486,16,16,1486,16,16,1486,16,16,100%
Pinchgut Opera’s Apollo & Dafne,Act 2 Distribution (Aust Theatre Live),27/11/2022,EX,Special Event,Live,,Australia,,,,,,,,,585,,Sunday,329,7,7,329,7,7,585,7,7,56%
Royal Opera: La Boheme,Palace,26/11/2022,EX,Music,Opera,Live,UK,Italy,,Richard Jones,,,Danielle De Niese,Juan Diego Flórez,Ailyn Pérez,11508,,Saturday,3781,10,10,8107,12,12,11508,12,12,70%
Bhediya,Mindblowing,25/11/2022,M,Drama,Horror,,India,,,Amar Kaushik,,,Deepak Dobriyal,Varun Dhawan,Kriti Sanon,231443,,Friday,29647,59,59,109304,66,66,161647,66,66,68%
Tich Button,Forum Distribution,25/11/2022,M,Drama,Family,,Pakistan,,,Qasim Ali Mureed,,,Sohail Ahmed,Farhan Saeed,FEROZE KHAN,7853,,Friday,1270,10,10,4861,14,14,7853,14,14,62%
Splice Here: A Projected Odyssey,Potential,25/11/2022,EX,Documentary,,,Australia,,,Rob Murphy,,,Dennis Bartok,Randy Gitsch,Lawrence Johnston,4959,,Friday,266,1,1,686,2,2,2183,4,4,31%
Itlu Maredumilli Prajaneekam,Tolly Movies,25/11/2022,EX,Drama,,,India,,,A.R. Mohan,,,Vennela Kishore,Allari Naresh,Sampath Raj,1943,,Friday,579,1,1,1809,1,1,1943,1,1,93%
Nishana,Forum Distribution,25/11/2022,MA15+,Action,Comedy,Thriller,India,,,Sukhminder Dhanjal,,,Guggu Gill,kulwinder billa,Gurmeet Saajan,915,,Friday,280,6,6,834,11,11,915,14,14,91%
Love Today,Tolly Movies,25/11/2022,EX,Comedy,Drama,Romance,India,,,Pradeep Ranganathan,,,Pradeep Ranganathan,Radhika Sarathkumar,Sathyaraj,857,,Friday,241,1,1,857,1,1,857,1,1,100%
"Menu, The",Walt Disney,24/11/2022,MA15+,Comedy,Horror,Black Comedy,USA,,,Mark Mylod,,,Anya Taylor-Joy,Ralph Fiennes,Nicholas Hoult,4858711,502729,Thursday,117801,336,254,720206,336,264,1072506,336,264,67%
Strange World,Walt Disney,24/11/2022,PG,Action,Adventure,Comedy,USA,,,Don Hall,Qui Nguyen,,Alan Tudyk,Jaboukie Young-White,Jake Gyllenhaal,3783979,,Thursday,52199,358,242,601274,358,278,761297,358,281,79%
Seriously Red,Roadshow,24/11/2022,M,Comedy,Drama,Musical,Australia,,,Gracie Otto,,,Bobby Cannavale,Rose Byrne,Daniel Webber,748802,140537,Thursday,34353,243,242,175784,269,267,279973,268,267,63%
Bones and All,Warner Bros.,24/11/2022,MA15+,Drama,Horror,Romance,USA,Italy,,Luca Guadagnino,,,Mark Rylance,Michael Stuhlbarg,Chloë Sevigny,717647,4110,Thursday,44415,172,170,190566,178,176,291701,178,176,65%
Margrete: Queen of the North,Palace,24/11/2022,MA15+,Drama,Biography,History,Czech Republic,Denmark,Iceland,Charlotte Sieling,,,Jakob Oftebro,Søren Malling,Trine Dyrholm,305344,122947,Thursday,3827,23,23,33900,23,23,54380,24,23,62%
Indochine: The Central Tour,Imax,24/11/2022,EX,Musical,Concert,Live,France,,,Hans Pannecoucke,,,Indochine,,,2230,,Thursday,2230,1,1,2230,1,1,2230,1,1,100%
An Inconvenient Love,ABS-CBN,23/11/2022,PG,Comedy,Romance,,Philippines,,,Petersen Vargas,,,Donny Pangilinan,Belle Mariano,,5403,149,Wednesday,149,1,1,3278,4,4,4506,4,4,73%
"Met: Live in HD 2022–23: Medea, The",Sharmill,19/11/2022,EX,Special Event,Opera,Live,USA,,,Jo Meredith,,,Sondra Radvanovsky,Matthew Polenzani,Janai Brugger,22703,,Saturday,8039,22,22,14910,23,23,20590,24,24,72%
Drishyam 2,Mindblowing,18/11/2022,M,Thriller,Mystery,,India,,,Abhishek Pathak,,,Shriya Saran,Akshaye Khanna,Ishita Dutta,1298748,,Friday,90173,51,51,378876,53,52,592588,53,52,64%
Kalaga Thalaivan,MKS Retail,18/11/2022,MA15+,Action,Drama,,India,,,Magizh Thirumeni,,,Udhayanidhi Stalin,Nidhhi Agerwal,Kalaiyarasan,7633,,Friday,1786,12,12,5935,15,15,7430,15,15,80%
Masooda,Tolly Movies,18/11/2022,EX,Drama,Horror,,India,,,Sai Kiran,,,Thiruveer,Subhalekha Sudhakar,Sangitha,5850,,Friday,206,1,1,2265,1,1,3640,1,1,62%
Masand,Folk Studio Media Group,18/11/2022,MA15+,Action,,,India,,,Vikrant Sidhu,,,Rabbi Kandola,Nishawan Bhullar,Amrinder Billing,3435,,Friday,298,1,1,2133,2,2,2693,2,2,79%
Kooman,Southern Star,18/11/2022,EX,Drama,Thriller,Mystery,India,,,Jeethu Joseph,,,Renji Panicker,Asif Ali,Baiju,1934,,Friday,230,3,3,1934,5,5,1934,5,5,100%
She Said,Universal,17/11/2022,M,Drama,,,USA,,,Maria Schrader,,,Carey Mulligan,Zoe Kazan,Patricia Clarkson,1236028,2359,Thursday,71937,282,249,410725,297,261,582725,293,261,70%
On the Line,Icon,17/11/2022,M,Thriller,,,USA,,,Romuald Boulanger,,,Mel Gibson,William Moseley,Kevin Dillon,263467,6352,Thursday,23770,147,143,132556,154,148,185170,153,148,72%
Greenhouse by Joost,Madman,17/11/2022,PG,Documentary,,,Australia,,,Rhian Skirving,Bruce Permezel,,Joost Bakker,,,98929,74037,Thursday,2986,9,9,10525,20,20,13573,20,20,78%
Waterman,Independent,17/11/2022,PG,Documentary,Biography,Sport,USA,,,Isaac Halasima,,,Duke Paoa Kahanamoku,Jason Momoa,,21088,,Thursday,1658,24,24,9926,26,26,14035,26,26,71%
Millie Lies Low,Kismet / Rialto,17/11/2022,MA15+,Comedy,Drama,,New Zealand,,,Michelle Savill,,,Chris Alosio,Rima Te Wiata,Ana Scotney,12302,5604,Thursday,448,8,8,2333,15,15,3299,16,16,71%
Liam Gallagher - Knebworth 22,Trafalgar Releasing,17/11/2022,MA15+,Documentary,Music,,UK,,,Toby L.,,,Liam Gallagher,,,11392,,Thursday,7757,41,41,10918,44,44,11392,45,45,96%
Matthew Bourne’s Nutcracker!,Trafalgar Releasing,15/11/2022,EX,Live,,,UK,,,,,,,,,2735,821,Tuesday,821,13,13,1914,12,12,1914,12,12,100%
"Royal Edinburgh Military Tattoo 2022, The",Cinema Live,13/11/2022,EX,Special Event,Concert,Music,Scotland,UK,,,,,,,,49766,,Sunday,3610,1,1,3610,1,1,3610,1,1,100%
Royal Opera: Aida,Palace,12/11/2022,EX,Opera,Live,,UK,,,Robert Carsen,,,Ludovic Tézier,In Sung Sim,Soloman Howard,10533,,Saturday,2686,10,10,7118,12,12,10533,12,12,68%
Uunchai,Mindblowing,11/11/2022,PG,Adventure,Drama,,India,,,Sooraj R. Barjatya,,,Amitabh Bachchan,Anupam Kher,Boman Irani,144767,,Friday,11050,17,17,40525,19,19,65307,19,19,62%
Yashoda,Tolly Movies,11/11/2022,MA15+,Action,Thriller,Sci-fi,India,,,Haresh Narayan,K. Hari Shankar,,Rao Ramesh,Varalaxmi Sarathkumar,Samantha Ruth Prabhu,83698,,Friday,18521,18,18,53594,20,20,68856,20,20,78%
Kulche Chole,Seven Colors Entertainment,11/11/2022,PG,Comedy,Drama,,India,,,Simranjit Singh Hundal,,,Dilraj Grewal,Jannat Zubair Rahmani,,22214,,Friday,8048,10,10,20423,17,17,21752,18,18,94%
Chobbar,Mindblowing,11/11/2022,MA15+,Action,Drama,,India,,,Maneesh Bhatt,,,Jayy Randhawa,Sukhwinder Chahal,Gurteg Guri,13322,,Friday,2209,7,7,7392,10,10,10799,11,11,68%
Black Panther: Wakanda Forever,Walt Disney,10/11/2022,M,Action,Adventure,Drama,USA,,,Ryan Coogler,,,Chadwick Boseman,Angela Bassett,Forest Whitaker,29583875,1242943,Thursday,1468033,863,286,9366225,863,301,11756268,765,301,80%
"Velvet Queen, The",Madman,10/11/2022,M,Documentary,,,France,,,Marie Amiguet,Vincent Munier,,Sylvain Tesson,Vincent Munier,,328915,135198,Thursday,3152,25,24,32385,25,24,51347,25,24,63%
Jaya Jaya Jaya Jaya Hey,Dream Screens International,10/11/2022,MA15+,Comedy,Drama,,India,,,Vipin Das,,,Harish Pengan,Sarath Sabha,Noby Marcose,88007,,Thursday,6233,13,13,52637,16,16,66444,16,16,79%
"Bodyguard (30th Anniversary), The",Trafalgar Releasing,6/11/2022,M,Action,Drama,,USA,,,Mick Jackson,,,Kevin Costner,Whitney Houston,Gary Kemp,20168,,Sunday,13493,45,45,13493,45,45,19760,47,47,68%
NT Live 2022: The Seagull,Sharmill,5/11/2022,EX,Special Event,Live,,UK,,,Jamie Lloyd,,,Emilia Clarke,Indira Varma,Daniel Monks,41044,,Saturday,12506,29,29,29314,31,31,35836,32,32,82%
League of Legends World Championship Final 2022,Piece of Magic Entertainment,5/11/2022,EX,Sport,,,USA,,,Various Directors,,,Various Actors,,,16804,,Saturday,,,,16804,3,3,16804,3,3,100%
Har Har Mahadev,Zee Studios,5/11/2022,EX,Drama,History,,India,,,Abhijeet Deshpande,,,Sharad Kelkar,Subodh Bhave,,3049,,Saturday,875,2,2,1710,3,3,1710,3,3,100%
Fire Front,Umbrella Ent.,5/11/2022,M,Documentary,,,Australia,,,Eddie Martin,,,,,,345,,Saturday,28,1,1,100,2,2,190,2,2,52%
Oye Makhna,White Hill,4/11/2022,PG,Drama,,,India,,,Simerjit Singh,,,Ammy Virk,Guggu Gill,Tania,58326,,Friday,11048,32,32,37086,36,36,50490,36,36,73%
Phone Bhoot,Forum Distribution,4/11/2022,M,Comedy,Horror,,India,,,Gurmmeet Singh,,,Jackie Shroff,Katrina Kaif,Sheeba Chaddha,28897,,Friday,6576,16,16,17257,18,18,24654,18,18,70%
Good Night Oppy,Dogwoof Pictures,4/11/2022,G,Documentary,,,USA,,,Ryan White,,,,,,5003,,Friday,788,15,15,2688,22,22,3116,23,23,86%
Double XL,Mindblowing,4/11/2022,PG,Drama,,,India,,,Satram Ramani,,,Sonakshi Sinha,Huma Qureshi,Seana Momsen,3686,,Friday,1381,10,10,2594,10,10,3686,10,10,70%
Mili,Zee Studios,4/11/2022,EX,Drama,Thriller,,India,,,Mathukutty Xavier,,,Janhvi Kapoor,Sunny Kaushal,Manoj Pahwa,3048,,Friday,382,3,3,2365,7,7,3048,7,7,78%
 Urvasivo Rakshasivo,Tolly Movies,4/11/2022,EX,Drama,Romance,,India,,,Rakesh Sashi,,,Vennela Kishore,Anu Emmanuel,Sunil .,1250,,Friday,274,1,1,1009,1,1,1250,1,1,81%
Nitham Oru Vaanam,Southern Star,4/11/2022,EX,Drama,Romance,,India,,,Ra. Karthik,,,Ashok Selvan,Kaali Venkat,Aparna Balamurali,305,,Friday,49,1,1,239,1,1,305,1,1,78%
One Piece Film: Red,Madman,3/11/2022,M,Action,Adventure,Comedy,Japan,,,Goro Taniguchi,,,Hiroaki Hirata,Chô,Shuuichi Ikeda,1323279,13523,Thursday,173572,171,162,723672,176,167,872835,174,167,83%
Armageddon Time,Universal,3/11/2022,M,Drama,,,USA,Brazil,,James Gray,,,Anne Hathaway,Anthony Hopkins,Jeremy Strong,329734,42775,Thursday,17379,70,67,98232,69,67,132251,71,68,74%
"Nutcracker and the Magic Flute, The",Kismet / Rialto,3/11/2022,PG,Adventure,Comedy,Animated,Russia,Hungary,,Georgi Gitis,Viktor Glukhushin,,Pyotr Ivashchenko,Aleksandr Gudkov,Aleksey Chumakov,256014,977,Thursday,4294,94,94,56277,163,163,68538,163,163,82%
Table for Six,Magnum,3/11/2022,M,Comedy,Family,Romance,Hong Kong,,,Sunny Chan,,,Min Chen Lin,Chi Wah Wong,Louis Cheung,246742,3410,Thursday,13410,14,13,94719,15,14,133594,15,14,71%
Al Hayba: The Movie,Independent,3/11/2022,M,Action,Drama,Thriller,Lebanon,,,Samer El Barqawi,,,Taim Hassan,Mona Wassef,Said Serhan,216772,104092,Thursday,21566,17,17,67135,18,17,76425,18,17,88%
Sissy,Arcadia ,3/11/2022,MA15+,Horror,Thriller,,Australia,,,Hannah Barlow,Kane Senes,,Lucy Barrett,Emily De Margheriti,Aisha Dee,81875,15009,Thursday,7521,59,59,36228,67,67,48231,67,67,75%
Whina,Transmission,3/11/2022,PG,Drama,Biography,,New Zealand,,,James Napier Robertson,Paula Whetu Jones,,Rena Owen,James Rolleston,Miriama McDowell,58941,1423,Thursday,5003,51,51,25247,58,58,35644,58,58,71%
Con Air (25th Anniversary),Walt Disney,3/11/2022,MA15+,Action,Thriller,Crime,USA,,,Simon West,,,Nicolas Cage,John Malkovich,John Cusack,35102,,Thursday,4538,30,30,15265,52,52,16303,53,53,94%
Duran Duran: A Hollywood High,Abramorama Films,3/11/2022,EX,Documentary,Concert,Music,UK,,,Gavin Elder,George Scott,Vincent Adam Paul,Duran Duran,,,22442,,Thursday,9772,34,34,17320,35,35,17513,35,35,99%
Gloriavale,Limelight Distribution,3/11/2022,EX,Documentary,,,New Zealand,,,Fergus Grady,Noel Smyth,,,,,9539,1049,Thursday,1229,3,3,3916,4,4,4194,4,4,93%
"Sanctity Of Space, The",Madman,3/11/2022,M,Adventure,Documentary,,USA,,,Renan Ozturk,Freddie Wilkinson,,Freddie Wilkinson,Renan Ozturk,Zach Smith,5371,,Thursday,1901,4,4,2493,4,4,2607,4,4,96%
Grateful Dead Meet-Up At The Movies 2022,Trafalgar Releasing,1/11/2022,M,Documentary,,,USA,,,Len Dell’Amico,,,Jerry Garcia,Phil Lesh,Bob Weir,9054,6020,Tuesday,4394,13,13,3034,11,11,3034,11,11,100%
Coldplay Music Of The Spheres Live Broadcast From Buenos Aires,Trafalgar Releasing,29/10/2022,EX,Special Event,Concert,Music,UK,,,Paul Dugdale,,,Chris Martin,Guy Berryman,Jonny Buckland,201840,,Saturday,201840,90,90,201840,90,90,201840,90,90,100%
Royal Ballet: Mayerling,Palace,29/10/2022,EX,Ballet,Live,,UK,,,Kenneth MacMillan,,,Natalia Osipova,Orchestra of the Royal Opera House,Ryoichi Hirano,10212,,Saturday,2853,10,10,6926,12,12,10212,12,12,68%
O-LYM-PIC - Football Dreams,Go Girl Productions,29/10/2022,PG,Documentary,Sport,,Australia,,,Janet Merewether,,,,,,2329,433,Saturday,300,1,1,848,3,3,937,4,4,91%
Frozen Reo Maori,Walt Disney,29/10/2022,PG,Adventure,Comedy,Family,USA,,,Chris Buck,Jennifer Lee,,,,,238,,Saturday,67,1,1,67,1,1,67,1,1,100%
Terrifier 2,Umbrella Ent.,28/10/2022,R18+,Horror,,,USA,,,Damien Leone,,,Felissa Rose,Samantha Scaffidi,David Howard Thornton,511241,,Friday,83688,77,77,219664,79,79,327406,80,80,67%
Gandhada Gudi,Zstars Entertainment,28/10/2022,PG,Adventure,Family,,India,,,Amoghavarsha,,,Puneeth Rajkumar,Amoghavarsha,Amardeep Chahal,39143,,Friday,2736,2,2,7712,2,2,10459,2,2,74%
Mrs. Harris Goes to Paris,Universal,27/10/2022,PG,Comedy,Drama,,Hungary,UK,USA,Anthony Fabian,,,Lesley Manville,Isabelle Huppert,Jason Isaacs,7814639,635187,Thursday,285843,359,286,1548669,369,294,2425457,369,294,64%
"Woman King, The",Sony,27/10/2022,M,Drama,History,,USA,Canada,,Gina Prince-bythewood,,,Viola Davis,Thuso Mbedu,John Boyega,1505284,20779,Thursday,69607,318,250,460248,318,262,686189,318,262,67%
Bros,Universal,27/10/2022,MA15+,Comedy,Romance,,USA,,,Nicholas Stoller,,,Billy Eichner,Jim Rash,Luke Macfarlane,771509,7162,Thursday,74510,233,224,288757,257,245,407379,257,245,71%
Home Coming,CMC,27/10/2022,MA15+,Action,Drama,Thriller,China,,,Xiaozhi Rao,,,Yi Zhang,Junkai Wang,Zixian Zhang,198130,4458,Thursday,17523,23,23,95298,24,24,125487,24,24,76%
Mia and Me: The Hero of Centopia,Icon,27/10/2022,PG,Family,Animated,Fantasy,Australia,Belgium,,Adam Gunn,Matthias Temmermans,,Dave Willetts,Margot Nuccetelli,Julian Maroun,160819,2175,Thursday,3365,66,66,46545,145,145,74038,145,145,63%
Ram Setu,Zee Studios,25/10/2022,M,Action,Adventure,,India,,,Abhishek Sharma,,,Akshay Kumar,Jacqueline Fernandez,Nushrratt Bharuccha,99156,21680,Tuesday,11305,42,42,50120,38,38,66258,38,38,76%
Honeymoon,Mindblowing,25/10/2022,PG,Comedy,Drama,,India,,,Amar Preet Chhabra,,,Gippy Grewal,Nirmal Rishi,Sardar Sohi,83600,19710,Tuesday,10064,37,37,32800,32,32,50641,33,33,65%
Thank God,Mindblowing,24/10/2022,M,Comedy,,,India,,,Indra Kumar,,,Sammy Jonas Heaney,Ajay Devgn,Rakul Preet Singh,97259,20318,Monday,2833,21,21,42383,35,35,59807,38,38,71%
Royal Opera: Madama Butterfly,Palace,22/10/2022,EX,Opera,Live,,UK,,,Moshe Leiser,Patrice Caurier,,Christine Rice,Carlo Bosi,Maria Agresta,14178,,Saturday,4961,10,10,10070,12,12,14178,12,12,71%
Billa,Tolly Movies,22/10/2022,EX,Action,Thriller,Crime,India,,,Meher Ramesh,,,Anushka Shetty,Hansika Motwani,Muhammad Ali,740,,Saturday,740,1,1,740,1,1,740,1,1,100%
Sardar,MKS Retail,21/10/2022,M,Action,Drama,,India,,,P.S. Mithran,,,Chunky Pandey,Karthi,Raashi Khanna,88343,,Friday,16596,22,22,47481,25,25,67133,25,25,71%
Prince,Southern Star,21/10/2022,M,Comedy,Drama,Romance,India,,,Anudeep KV,,,Sivakarthikeyan .,Sathyaraj,Premgi Amaren,62198,,Friday,22855,37,37,49214,40,40,58337,41,41,84%
Ori Devuda,Tolly Movies,21/10/2022,PG,Comedy,Drama,Romance,India,,,Ashwath Marimuthu,,,Vishwak Sen,MITHILA PALKAR,,17593,,Friday,4998,14,14,13057,17,17,17361,17,17,75%
Monster,Cyber Systems,21/10/2022,MA15+,Action,Adventure,Thriller,India,,,Vysakh,,,Lakshmi Manchu,Mohanlal,Sudev Nair,4615,,Friday,624,1,1,1509,1,1,1544,1,1,98%
Ginna,Southern Star,21/10/2022,EX,Comedy,Drama,Thriller,India,,,Eeshaan Suryaah,,,Sunny Leone,Payal Rajput,Vennela Kishore,90,,Friday,53,1,1,80,2,2,90,2,2,89%
Black Adam,Warner Bros.,20/10/2022,M,Action,Adventure,Sci-fi,USA,,,Jaume Collet-Serra,,,Dwayne Johnson,Aldis Hodge,Noah Centineo,18931845,2611,Thursday,1179292,652,285,7463848,689,299,8811508,689,299,85%
Barbarian,Walt Disney,20/10/2022,MA15+,Horror,Thriller,,USA,,,Zach Cregger,,,Georgina Campbell,Bill Skarsgård,Justin Long,1240040,39999,Thursday,53431,201,196,396428,201,197,519633,200,197,76%
Decision to Leave,Madman,20/10/2022,M,Drama,Thriller,Crime,South Korea,,,Chan-wook Park,,,Hae-il Park,Kyung-pyo Go,Lee Jung-hyun,660112,75746,Thursday,12097,44,42,118213,45,43,166266,45,43,71%
Belli Ciao,Palace,20/10/2022,M,Comedy,,,Italy,,,Gennaro Nunziante,,,Giorgio Colangeli,Pio D'Antini,Amedeo Grieco,260704,245323,Thursday,1343,10,10,12020,19,19,14425,19,19,83%
"Perfect Dinner, The",Palace,20/10/2022,M,Comedy,Drama,,Italy,,,Davide Minnella,,,Antonella Attili,Salvatore Esposito,Gianfranco Gallo,242268,225947,Thursday,1159,6,6,10935,17,17,14393,19,19,76%
Breaking Up In Rome,Palace,20/10/2022,M,Comedy,Romance,,Italy,,,Edoardo Leo,,,Edoardo Leo,Claudia Gerini,Stefano Fresi,196085,180259,Thursday,533,6,6,10701,18,18,14572,19,19,73%
Everything in Between,Sha Pictures,20/10/2022,M,Drama,,,Australia,,,Nadi Sha,,,Julia Garner,Jordan Dulieu,GIGI EDGLEY,35404,564,Thursday,4778,30,30,12614,35,35,16290,35,35,77%
Out of the Blue,Kismet,20/10/2022,MA15+,Thriller,,,USA,,,Neil LaBute,,,Hank Azaria,Diane Kruger,Pamela Jayne Morgan,7962,81,Thursday,308,9,9,4073,20,20,6424,20,20,63%
Exhibition on Screen: Hopper,Seventh Art,18/10/2022,EX,Documentary,,,UK,,,Phil Grabsky,,,,,,17797,,Tuesday,,,,10829,22,22,13910,23,23,78%
Queensland Theatre’s Return to the Dirt,Act 2 Distribution (Aust Theatre Live),16/10/2022,EX,Special Event,Live,,Australia,,,,,,,,,769,,Sunday,567,7,7,658,7,7,769,7,7,86%
NT Live 2022: Jack Absolute Flies Again,Sharmill,15/10/2022,EX,Drama,Live,,UK,,,Emily Burns,,,James Corrigan,Laurie Davidson,Theo Cowan,34617,,Saturday,11073,29,29,26384,31,31,33274,34,34,79%
"Last Glaciers, The",Imax,15/10/2022,EX,Documentary,,,USA,,,Craig Leeson,,,,,,8864,,Saturday,557,1,1,1380,1,1,2170,1,1,64%
Doctor G,MKS Retail,14/10/2022,M,Comedy,Drama,,India,,,Anubhuti Kashyap,,,Shefali Shah,Ayushmann Khurrana,Mubashir Bashir Beigh,83731,,Friday,16870,36,36,50324,39,39,69585,40,40,72%
Code Name: Tiranga,Mindblowing,14/10/2022,MA15+,Action,Thriller,,India,,,Ribhu Dasgupta,,,Parineeti Chopra,Harrdy Sandhu,,5020,,Friday,1278,14,14,4072,20,20,5020,21,21,81%
Mei Hoom Moosa,Cyber Systems,14/10/2022,EX,Drama,,,India,,,Jibu Jacob,,,Suresh Gopi,Poonam Bajwa,Johny Antony,325,,Friday,86,1,1,264,1,1,325,1,1,81%
Halloween Ends,Universal,13/10/2022,MA15+,Horror,Thriller,,USA,,,David Gordon Green,,,Jamie Lee Curtis,Judy Greer,Andi Matichak,2924874,99427,Thursday,259108,351,250,1463894,370,260,1746015,370,260,84%
"Legend of Maula Jatt, The",Grange House Music Publishing ,13/10/2022,MA15+,Action,Drama,Fantasy,Pakistan,,,Bilal Lashari,,,Fawad Khan,Mahira Khan,Humaima Malik,582445,,Thursday,33094,45,45,255752,53,53,368726,53,53,69%
Muru,Rialto,13/10/2022,MA15+,Action,Drama,,New Zealand,,,Te Arepa Kahi,,,Cliff Curtis,Manu Bennett,Jay Ryan,130347,225,Thursday,14761,63,63,70157,68,68,91090,71,71,77%
Lifemark,Crossroads,13/10/2022,PG,Drama,,,USA,,,Kevin Peeples,,,Kirk Cameron,Alex Kendrick,Dawn Long,126762,,Thursday,8821,49,49,53878,53,53,76046,53,53,71%
Evangelion: 3.0+1.01 Thrice Upon a Time,Madman,13/10/2022,MA15+,Action,Drama,Sci-fi,Japan,,,Hideaki Anno,Kazuya Tsurumaki,Mahiro Maeda,Y?ko Miyamura,Kotono Mitsuishi,Megumi Hayashibara,96202,,Thursday,9797,42,42,71866,77,77,88829,77,77,81%
Rorschach,Dream Screens International,13/10/2022,M,Thriller,,,India,,,Nissam Basheer,,,Mammootty .,Grace Antony,SHARAFUDHEEN,77424,,Thursday,13837,28,28,62463,30,30,72143,30,30,87%
"Night of the 12th, The",Potential,13/10/2022,M,Drama,Thriller,Crime,France,Belgium,,Dominik Moll,,,Anouk Grinberg,Johann Dionnet,Bouli Lanners,68565,4077,Thursday,3518,26,26,22374,31,31,33183,31,31,67%
"Taste of Hunger, A",Pivot Pictures,13/10/2022,M,Drama,Romance,,Denmark,,,Christoffer Boe,,,Katrine Greis-Rosenthal,Nikolaj Coster-Waldau,Nicolas Bro,56445,28418,Thursday,1649,16,16,12669,17,17,17898,17,17,71%
How to Thrive,Beyond Edge Films,13/10/2022,M,Documentary,,,Australia,,,Duy Huynh,,,,,,48980,9701,Thursday,7683,11,11,15233,37,37,23412,54,54,65%
